distance_km,time_min,active_orders,available_partners,base_fee,promo_discount,delivery_fee
4.681448690526213,37.29113149828852,369,87,30,30,116.66768658282493
1.6593632310253987,31.677422040996195,307,135,20,0,86.51018095983305
5.2041806460570665,25.710093911234015,158,148,20,10,86.92938241925977
0.8266909505945748,11.72081791977206,305,112,20,20,47.65961272558307
9.13854381974843,28.333997816237957,331,139,30,30,129.22539019262538
2.9584098252001607,26.818284808596747,269,68,20,20,90.43402556491365
6.793961701362829,26.086420966004326,132,196,20,0,109.39239642958141
3.4612552228494042,22.142505379588428,156,97,25,10,80.39667602050966
5.440646201189203,23.502981139624648,118,87,20,0,99.99741603172289
5.693747653761156,16.705488449133643,146,62,15,10,89.60423695890397
2.2561173274925066,23.17594424248061,261,66,25,10,93.4763013918266
9.711053963763307,11.91445669874674,335,46,25,0,168.31205072182962
7.863761821930588,33.18110390761319,286,88,30,0,157.0854471909088
9.425239944859797,11.502193414454773,57,148,20,0,112.58860494318107
9.000859829062664,7.973820146131325,343,107,15,10,114.5254048236487
6.1800497987053085,20.268610922500507,238,193,15,20,77.17824496998973
9.25780523271961,28.040760382712165,130,190,20,0,128.94289143162624
1.3406787694932352,20.32008887267395,157,112,20,30,32.57613478295758
2.3618371929818793,14.6863946182958,370,140,30,0,88.96944586713687
0.9296592446501116,24.535991436165425,116,47,15,10,58.448393878223314
3.590638142251011,17.145081739427,223,92,25,10,85.15961614448074
4.192434252050079,37.650369154432155,395,181,30,0,117.73134244481602
3.077815801852011,37.292579886125026,377,174,30,0,113.4084788395411
8.373006336943329,22.58301369902334,92,176,25,30,91.74714213160175
3.889156603589098,16.475939790639046,236,42,30,10,117.55030996648512
3.1688778420301174,30.79963448848237,351,117,20,0,104.05004166630538
5.65561279000336,6.284953021907333,249,184,25,0,88.11456732913912
1.8387801372602453,21.616915211527793,88,125,25,20,51.99161704000403
8.120871317163378,16.771318799461675,269,85,15,0,128.85994732724416
1.2082311149578229,37.218755978589414,356,129,25,20,82.01525111915257
9.875425897704915,5.420105954543889,53,195,30,0,119.9695349482034
7.836325308318245,24.34852065014222,170,181,15,10,100.09419528031822
2.387798974574638,30.92322533733191,385,48,30,0,127.02078256212343
0.5524601126742228,21.975629563341442,126,154,20,20,36.51536257548844
8.246883570320925,7.989106055695258,228,193,20,20,83.20600156241287
7.2151447665523625,39.03614865097658,182,169,15,10,110.7552412645822
7.425568096389379,23.130365098163427,360,114,15,0,129.42477577619087
7.827068293516485,26.496518551165398,278,120,30,0,141.52618230943142
1.2034241914738584,13.281342394762756,325,167,20,0,55.42781040719522
3.90542442117059,21.922432978738133,201,73,15,0,91.99627257592948
1.6007560654887323,20.020232218541267,213,186,20,20,47.304109704243864
8.699482545818139,7.621354470069431,339,78,20,20,120.43492803699674
6.4213322048618,8.715612374161353,158,52,20,0,112.6690123103605
3.6435312361001673,34.31153818665711,175,172,30,30,71.19937511909085
1.1038043277172245,13.39369832723066,289,89,30,30,51.36063080419289
3.454332056298791,11.823539502452068,359,62,20,10,101.6243681209486
3.5892415592540967,22.671900793754872,394,161,20,10,89.74729219825942
7.431258694211609,31.906149597687953,195,159,20,30,91.00228199805272
6.556795977874525,7.168128150264577,301,127,25,10,101.37658669995271
8.928521054475102,25.188277187338954,232,196,25,10,120.52395469283249
4.986041789038518,9.172365499420067,358,151,30,20,77.85843451862958
1.636145336413866,6.276136778896646,355,150,20,0,64.78950602822069
7.275825478618453,6.8460383256776085,121,111,25,20,78.08871261625738
7.727457961860526,34.19574378729544,268,193,15,10,111.27080163781476
5.832133376910214,9.129036926982154,256,96,15,10,83.88720340787253
7.824188209568329,6.580297754430218,222,40,20,0,138.1303060505612
5.191058165461712,20.32649605000193,190,195,25,0,91.49666751336208
5.465961879128944,34.53977151797086,321,152,15,0,116.16847284002158
4.561639674406221,14.184293177125568,263,101,30,0,108.16161515131452
0.7414817040689043,19.759941613407072,318,86,15,20,59.11052022402031
1.5249685564363924,6.397288639731293,69,117,30,0,58.11755697783458
0.7985772640239754,20.717747994720654,115,145,15,0,52.94985941192242
6.545898907005914,25.216457822299677,352,198,15,10,97.63849056675518
3.4863818202251036,24.98174688132507,196,165,25,10,81.773983012386
5.331421566064677,16.63493422610278,214,44,15,0,126.25635713500131
9.121881502297883,16.043661323209744,359,70,15,0,156.46122413750476
2.868276176914312,8.731826662780925,55,76,30,30,41.582101355368614
4.398637768838483,17.837941222619392,63,118,30,0,87.9142597399599
7.677735816158963,8.482313410553763,181,182,15,20,72.90476628301371
2.6735825721704134,31.830858064921806,391,91,20,0,115.48286249776919
1.2313091433735335,38.81960042118651,292,178,15,10,67.97900604895642
3.252638802680796,38.95260598333474,280,82,15,0,117.13015274994746
2.0316022289130418,35.277488478138785,277,190,25,20,71.66925309964354
9.332127697254444,26.02772522688667,211,79,15,0,144.8647927067027
8.17714360586196,29.530299403535796,332,102,15,0,138.1501358921239
6.517335686849023,14.982203093814492,312,169,30,0,114.24302120831672
8.778875606783318,27.07696470604172,180,126,30,20,118.51795776306516
8.134884730541588,20.94773423039571,274,112,30,20,115.61394498122496
2.2724155594173405,21.870606892192637,307,143,30,0,92.41817621333377
8.97931048565479,31.52217961313053,283,197,15,0,129.52860863262754
5.623751298198682,14.867142445903808,385,55,20,20,108.73813630133657
8.170681474058593,16.131386409308195,365,98,25,20,120.82723663054448
9.012867349273186,37.36246268950228,73,86,25,10,131.7313639485522
3.521033012232707,6.967850319784029,320,155,20,30,47.5477941972942
1.545493283012929,21.997200444466912,144,197,20,0,58.800673951633
2.665384044148446,36.94802801427516,191,148,25,0,94.81536620333931
4.557523991949435,26.362705273635495,231,48,15,0,127.5330942567992
8.271140276263685,24.124247597424624,255,104,25,10,131.85749305549197
8.676940540935263,13.741046273027433,130,98,20,0,115.23996276790439
0.5660452400463116,17.01464211725569,323,141,15,0,60.3367065082706
5.352099374486874,34.82169455316425,325,175,25,0,123.6621237364347
4.465404529913401,24.572634611896035,257,162,15,10,77.98975097864337
2.6100241994719373,23.015976781487296,345,185,15,0,75.40373863943599
1.6387209896699866,8.485289973901011,88,130,20,0,47.242745275017064
3.7073441283344657,5.560985475929309,337,135,30,30,61.523183336667415
9.457642187168933,38.728981604046716,173,97,25,0,157.78575451679131
3.570427854197175,18.194515855039455,332,71,20,0,113.71233530106834
5.428510906561978,26.11245717348265,229,87,25,10,107.77831592066772
7.17868010950419,7.790027561554975,146,84,30,20,95.21311156029202
3.9544812226032926,28.90900000030663,240,139,30,10,96.31425418071794
9.731929785849127,37.639834804708634,123,139,30,0,153.54454468979634
9.643249301950057,25.14828385490969,322,85,30,20,150.76255143124146
2.8919318103409593,9.414036283139371,98,198,25,10,58.417959267896855
5.223860805977662,25.360253461571684,386,183,15,0,101.3206858375294
3.3583439432593116,31.82215245866283,259,165,15,10,77.31282186728063
3.205984696585942,19.224578780090653,165,85,30,20,73.16053075254867
0.8504259998680616,35.794321177951375,72,160,30,10,70.580585484348
6.29086117280902,27.703903367507756,147,127,15,30,75.05333857659588
5.2754507206741845,36.47371214012209,377,100,20,10,127.50499141836195
0.9890481368748989,26.822685893656804,362,85,30,20,89.74388177559287
3.1471414102478086,9.595079020168848,239,120,15,10,63.07129124084595
9.128525916683211,15.83920988868162,231,84,20,0,134.3580928951418
2.775837961336238,12.062823188835992,197,157,15,10,53.38567698002495
1.8765012848666194,36.808927420090185,391,86,20,0,120.74407352647033
5.149801222636849,31.614002355061892,72,197,25,0,102.084830771947
9.863679314050707,28.67394291185021,154,191,20,20,113.18945597220647
2.799525079359254,15.533821187106758,212,62,30,10,89.07934063230971
6.885287700355846,11.441567021757473,116,100,20,0,99.47920589446834
7.735386345622817,31.475788079611913,339,52,20,0,159.90000386292843
2.7575566679277967,21.595528105767787,338,46,30,0,121.21674943527374
7.418055311812666,12.902634325272018,95,180,25,20,81.05531658605172
3.9939397608329057,26.581769235784627,130,67,20,0,98.7775687272591
6.506905390639005,6.411684824845819,196,135,25,10,89.73600866409262
6.5185322522285,16.415958894488874,271,146,15,10,89.99580964863074
5.589859498710205,21.399494810689713,392,137,15,0,105.84138377594442
1.357752815516879,10.178541693829205,64,151,30,0,57.72776321840819
8.43537370809776,39.46290671567939,170,40,25,0,176.4727526082852
3.5474106172314905,12.3184077606365,127,82,30,20,67.59366707519575
2.271925848798615,9.562359551514295,371,81,30,20,84.66606224227189
0.8873638447702572,12.123720586041374,344,134,20,20,43.70243103149447
6.113482960288297,31.917139660590347,290,168,15,20,92.55407774205442
6.936861437501683,19.8926980745145,67,90,30,0,113.05957021908165
0.6575843748146335,24.78955789133883,305,183,20,0,64.18814401027953
5.364884053843169,5.735320494522626,326,54,20,20,99.80475246417292
2.6517098643804107,6.20509580006601,76,164,25,20,37.41055897949675
6.629141508889774,20.603894243945568,51,126,15,10,82.27848919197696
2.1564810755474184,33.582933512056826,344,92,25,10,105.96361033789974
7.063908511973427,35.98336075476478,361,184,25,0,136.811053904845
4.173985789855106,8.034729865847407,288,128,30,0,95.90549588917814
9.398934892998978,23.8427085735358,62,145,25,10,114.74399793115165
1.8064489693869359,36.96303901977447,233,45,30,30,103.93526011700965
3.7401303349774557,18.57904640392602,243,70,25,0,110.02690724462639
1.577998451785596,34.0348040999929,105,79,20,0,86.43538477819723
9.284589373646346,9.679347903980268,279,197,15,0,117.92121051887487
8.83472385711932,37.738807138372955,77,108,15,0,133.35529008230975
2.9504454632939785,31.299816113595593,369,174,15,10,79.49395658022421
6.7698484373247005,37.946703747541555,120,52,20,30,102.52664246037985
8.263610901911552,28.681603174337727,259,43,20,20,142.61547696220168
5.774407710194892,17.719137619979946,233,42,25,20,120.44284918401961
5.531680494382061,37.83634103836528,90,179,25,10,106.00043014690107
2.797596763554291,14.644837170821246,309,104,25,0,88.10442828833399
1.3844762941560425,16.62603827216064,393,66,25,30,70.1716027266439
9.023549700556604,29.528294630060913,133,146,15,0,125.92650473673454
9.05397154305164,31.78607048338852,95,89,25,30,106.48537961154315
6.514463844096046,37.529121934720386,208,56,20,20,125.51925342446452
3.7207830149626564,12.168084316967333,393,71,20,0,115.6686360006781
3.8174909588202786,32.92993123267284,56,56,20,10,85.63423279159576
7.396578949267274,30.849111868893722,382,73,30,0,172.5103391523815
9.022547469549483,7.232809468875925,185,74,30,0,131.4596966831425
8.927321030518614,18.552809942357243,232,191,30,0,126.88022537399377
7.908817685647427,14.896790997103452,246,185,25,20,95.17755312369944
6.599300638465734,15.657164852391064,221,89,15,20,81.30021081324665
1.299329667452964,39.40314078441453,398,142,15,0,94.18373551559917
2.0354727838988307,27.497209471797476,325,72,25,0,116.16199385110743
9.036264791007254,30.118665522772485,127,128,25,10,124.97367527154464
6.261076066766105,39.18161730602532,227,194,30,0,132.71755198362789
0.5873719903579817,18.202062386017353,76,168,20,10,39.154930484388395
1.463979657227305,33.06440589584821,169,124,20,10,65.04176596457079
6.80326680652653,20.208583715657337,330,98,30,0,137.10864762354745
0.5480850465390775,35.43367851352429,357,49,30,0,118.41477956325606
2.0276764884662373,11.32301394589561,245,192,15,10,48.103279231071596
5.712970998982568,38.16901619724979,326,96,30,0,150.02821344285658
7.073004378080586,12.657009794380787,67,105,20,0,97.33888362608832
6.693631965274705,16.417717744332606,344,158,20,0,110.05525988477639
2.630558439875318,31.466728193737318,320,151,25,0,102.80037947553438
7.265702602801591,18.781429954789232,102,54,15,20,91.3395611845067
2.7538663312196006,26.287398186825634,343,195,25,20,72.39478399545033
3.591297132513043,20.560072537429996,101,52,15,10,78.90540763894646
7.591668348621229,30.982947798142362,265,153,25,0,136.0236586859325
6.671512540948539,12.99159383290138,121,157,15,0,88.71138207471306
8.56762239969469,7.046029553290696,77,181,30,0,108.3469942377716
6.747322476853262,15.497528911557318,301,153,20,20,83.94766003797844
5.8989317316869805,21.60080327039506,84,73,30,0,105.59991337986641
1.3899102943668784,10.88070182674375,250,140,15,10,47.424509375081456
3.9933001290646186,17.417905137973605,298,64,15,0,104.99917037085663
3.0194224929763918,18.9994056402749,148,151,25,30,50.989986401521165
2.817901612101294,7.008714529089574,357,93,15,30,55.3492048817047
9.743600270148233,25.415753686447157,189,51,30,0,167.82843580732464
4.234428384334224,35.95201997899507,132,165,15,20,73.37218132165026
8.974442274182577,10.311001953356834,97,176,15,0,104.34648877874459
6.4958169469739975,25.92328046905299,327,70,25,10,139.87998608590624
8.05070738364566,28.265872171879618,297,117,15,0,136.7498171946021
5.275052384499325,19.67671381467509,226,92,25,0,107.26606263709668
5.980586903950411,29.53841555774945,101,151,20,0,105.58435024342253
5.178918091279207,19.37560402218542,128,82,25,30,69.58995967613671
2.354808384081423,22.66230507921022,371,81,15,20,77.0888734991359
7.3632950949843,5.257356559404944,113,163,20,0,87.61555308236625
3.16733744318813,29.21020399471411,57,106,15,10,63.35280572539547
0.7310016810988115,28.146993763065353,263,105,25,0,84.11239006000758
6.631986811118094,6.34403070642206,74,183,30,0,90.74038205680407
2.182551454366965,17.888753758829658,305,122,20,20,58.83087746117357
9.434356551352685,39.26611442770836,292,133,30,0,165.507947196949
9.562321481524581,19.725779689901586,247,144,30,10,130.73847873096474
9.191211707094261,22.56808917961446,143,183,20,0,122.21232041977318
4.016507652426721,36.847555535590146,256,70,30,0,137.26991018337182
0.6468378570242406,30.104165655301475,64,157,30,0,74.30218444576963
9.31902634458339,25.372454589347825,227,67,30,30,134.4302626939368
4.567749409014486,32.92316384693754,124,43,30,20,108.69726365442658
9.68322078091486,35.25281932595907,153,177,20,0,141.1215210941302
9.654389782347902,20.99108251080434,343,57,15,20,142.05349720893383
8.60358982693992,21.62879277261424,217,86,30,30,117.41738367971278
3.297264474661064,18.51178274781425,164,199,20,0,76.08060884996257
4.158428421718289,38.83471490064612,88,197,20,0,93.08423947374321
8.585798379410141,29.400818900162264,322,48,20,0,171.20205642160016
3.510759048984638,7.91280731728253,184,68,20,0,87.93406476388822
2.1101810935178786,35.203586815955646,281,183,25,10,79.41737733127823
5.789611993354327,21.81959792926938,88,131,15,0,92.61610904367839
9.39347035452742,7.406386724787062,340,188,15,0,120.54539394431296
7.112283068412244,24.240103930715886,356,103,30,0,147.8490660794422
5.915581115848967,19.600749764149572,96,150,20,0,92.79751055323177
1.4231766908223011,35.72122917019187,85,163,25,10,69.6578443064703
6.342568653642113,12.139811126328558,369,149,20,10,95.20790397292495
9.9055115759905,33.9262613322264,144,157,30,0,151.40469599486627
1.8307981447469783,24.519104191490847,62,195,15,0,55.14703885513606
5.424131697455499,6.911360612471417,195,139,30,0,90.29158968597045
8.835044183315576,39.01458554639196,114,70,30,30,126.10518675655547
7.537301868664942,22.941533543611996,277,120,30,0,137.23541918262842
7.121649539455046,15.180689898105387,291,85,30,0,138.37622883571922
7.173598797877538,21.429239469624033,57,88,30,0,101.85973571350063
3.915165936587674,35.02502242311212,353,81,30,0,140.47468578628815
3.289122520512687,15.671609353477223,390,190,30,0,92.74746943037367
8.18893097704588,11.74367387703451,92,151,15,10,85.07563404540713
8.196077249452216,9.51749364258085,293,66,15,20,113.1467714723372
8.737187026510986,15.425078943657393,230,199,20,0,119.14323311166675
9.175785249286477,32.30168304640152,134,127,20,10,126.55134298123767
5.357752789178909,21.50692278183416,204,160,25,20,82.06568513968004
5.264404799528396,12.9618561292739,324,42,25,0,132.75586345437605
8.083804200184364,10.816474986341222,72,99,15,0,104.70415268691644
6.674657342388769,16.645531677863268,164,118,15,0,98.21337605082172
7.168685333948182,37.89735305099981,355,184,25,20,120.2806286978303
8.06003035964296,17.005934940650853,348,71,15,20,122.82549672426488
8.95505074726688,39.58434265841224,148,46,25,0,174.8330005852753
3.7109539900895903,21.983065951787466,153,110,20,0,83.96034615120254
4.068038050079468,11.27073714015528,100,167,15,20,39.3793912553435
1.3928284284882555,36.18990321277283,161,97,15,0,80.79581637472987
5.993661339463653,21.11243805971894,293,151,25,20,88.63518715818091
0.8414516010690498,29.838497022658355,218,87,30,0,95.51266804522126
4.923181172258372,39.42990541232031,121,150,30,30,88.64990231742796
5.655124029721978,6.75613726119909,188,110,20,20,66.00429593640841
3.222141895218702,8.38430959256485,385,114,15,0,84.94511048331901
6.112915975405603,30.215985951196465,280,113,15,10,107.89665144662634
0.7897523744209696,14.86387511534152,288,160,25,0,65.46224186521468
0.854807793117537,11.450548893253467,302,94,30,0,76.5726176260412
8.314705326266754,6.377665793690532,98,80,30,10,101.11678212647173
3.9218110934069976,5.764634919517063,352,136,20,0,83.9750855434775
1.7070748701929055,32.10699610919268,121,187,30,10,77.88583177929623
5.461310970520642,9.705169957934249,312,72,30,0,124.79358697137484
7.8149387544368025,21.37022155899028,371,73,30,20,141.7273814020982
2.55029976122001,26.206388531281906,271,101,25,0,97.42431524003698
6.417459520280502,19.992313019909616,126,58,30,20,99.08599346331417
1.310800917440796,5.948732831768159,111,49,20,0,60.74661880564286
0.9909763511017731,32.422552590576814,206,159,30,0,86.01242571118597
5.547868999897406,5.367962858957872,343,162,20,0,92.37039580133701
5.6360336552960115,31.66614630321194,174,143,25,0,113.41296354006333
6.555584064232963,36.2656572825843,278,180,25,0,126.08030095830131
7.397867670365285,20.14939723700103,389,44,20,0,155.5222331415555
9.770594754894079,23.74398655842294,210,97,25,30,115.98590498345843
5.404853308861355,21.69441874161788,78,98,15,0,85.24896992489076
3.5680864929418368,18.622301651820358,163,167,15,20,46.55191933593801
8.054268850302684,36.059858737962614,128,125,15,10,111.4687150312106
3.072906386989705,36.287672873449665,72,143,15,0,81.95473808836817
4.670228496703543,16.753572762453707,155,182,15,10,66.35154656229159
1.2453356227515266,26.52744139051443,180,168,25,20,49.61275665314604
0.7408320624468463,37.44176467510525,222,77,20,0,89.8061859123831
9.645159939440289,38.672047462947305,313,146,25,20,140.7304122901856
8.441811144865955,22.813566414771664,391,148,30,0,144.77381789162234
7.111754957890131,20.848868184951435,334,92,15,10,123.25525696202567
4.385052971935564,14.754301057498402,51,91,15,0,69.32324111682544
2.146296040673035,38.56051556166435,282,40,25,0,131.16824763261198
1.9861519053753174,9.998500656550357,300,50,30,10,96.06533642183217
2.8773075325636555,25.294035161670376,370,97,25,0,111.73630346181868
5.717653314708144,14.88925936315236,157,167,20,0,88.91982469250262
7.2886612656505925,14.765290162172882,325,83,15,0,125.80841926463516
6.771875078818447,19.173900558166594,229,45,25,10,140.27823508445468
3.159372020986457,39.95775275354791,262,195,20,10,89.32764309568202
9.571220166300344,6.923820739393772,342,198,15,0,113.49070169796094
7.510020708609801,25.2489636371236,121,47,15,0,117.49425517048421
5.766363498858307,7.890025531234701,332,44,15,20,97.20006261805578
6.311347089226346,10.408229049668165,224,145,30,20,82.26628796378782
4.486200593064004,20.384702962051456,172,151,25,0,89.89521683443576
2.853444400260996,22.866104597125446,276,56,15,0,106.01298937677673
3.881740447186985,14.05773429275834,350,48,15,0,113.59033952057493
7.699538049411506,16.075999580604567,132,117,20,20,92.41182260729818
0.6367381419826807,8.043845708957658,302,53,25,20,70.41184620589546
1.6026900848157042,15.612692434548768,195,193,20,0,57.53625907832328
0.9370250992066511,38.82954537831904,169,152,25,20,60.44646326407605
0.8869236220302164,38.06475835853686,114,130,15,0,64.44597576952664
8.626875548104568,16.720740154794477,330,64,30,0,168.47893012619926
7.184749664110225,24.979887769756655,332,137,20,30,99.2973293704359
5.00465137632959,36.83583868888305,155,42,30,20,125.25613826738422
1.429424526184514,5.216433792431384,349,178,30,20,42.932811563416294
5.1703508136099074,33.37392496181572,156,151,30,0,114.05669713623274
4.997981822415374,38.192934347612166,85,185,25,0,107.41294309885753
2.145417764145144,8.196400701674497,196,86,25,20,47.84967483073137
4.621590667760744,10.650669011152235,311,89,30,10,106.85369438536495
4.285794976775048,38.62612059699744,208,196,15,0,94.46957125793092
6.350575931496056,23.81390502741212,314,163,15,0,106.54346746663644
6.533389683242616,5.49688220651033,251,129,30,20,81.90578839185399
0.9303880928344229,14.017119956723521,204,106,20,30,30.094823437646955
4.058819838951477,20.748028599410087,62,41,20,10,77.59493211106731
6.445669199285246,29.25181188586687,346,192,25,20,106.77846117071775
5.2797944565108335,30.660613234787984,371,186,20,0,110.00250616208439
8.636653491289062,39.83975295239097,134,41,15,10,143.3599441292106
6.757589500379978,15.062891978431566,329,104,30,10,120.99873339929393
2.047877057273582,23.837703565396634,294,130,20,0,76.60975262305453
1.1704031003040836,23.666324175086174,349,155,30,20,69.54013757922394
6.6029831429599986,19.197584080653314,365,88,20,30,99.53380323864884
0.7518574501454072,10.920666284484707,58,108,25,0,52.756888299100666
6.064868022097901,39.21097971143449,296,171,15,20,97.66373034495152
9.432187293537098,34.86610153333051,361,184,25,10,140.6625230940425
5.96700468982085,22.4416559902983,327,165,30,10,111.745118377602
4.187614298961958,26.113589793941042,287,92,15,20,87.38668252175329
6.611238075202355,12.95413687458818,252,151,15,0,99.18203348372984
4.853402459669408,24.03254746371114,296,198,25,20,83.11102857278736
5.683359498501382,29.323954659251655,284,189,20,0,116.53645146371493
9.44391568337699,23.03084599353061,130,178,25,20,106.83701322100318
4.167975059107356,39.659980970472944,62,152,30,0,111.16750298273395
9.631310356327186,26.396957968670417,376,182,20,0,139.2800668777947
9.100831098582606,17.984079940725916,65,153,25,0,124.99478112390092
2.3600157804983164,32.02532096655433,94,177,25,0,82.27400082585518
1.1589323583140718,10.966187905357472,370,87,20,0,87.44447870148649
1.4573910130855532,18.45805347971933,188,70,20,0,79.65070953744515
0.6731073436897224,17.143563263215505,375,76,20,20,65.3466834526159
1.3972081271813197,20.113248328772205,197,147,25,20,48.67827778549891
6.98856434745539,32.36229390750542,285,67,20,30,117.04847240005381
1.1762921603721754,21.94605612571926,240,198,20,20,47.95890297899275
3.530268487790732,32.7905057593087,150,109,20,20,77.19591214066119
8.526315454209819,25.177111609895306,154,53,15,0,137.89848674077234
0.7210833894903457,16.972430213014437,299,161,30,20,50.07507511026258
8.237450584594889,33.34925602892153,143,55,20,20,126.51944424386681
3.1776203603472992,13.340138469358205,269,64,30,0,107.91791828935006
1.6225658624057344,12.853404292992842,347,105,20,10,69.72553087970287
7.119003070959431,22.65760234191925,388,77,20,0,149.2398261610526
6.474957044408898,14.129723608673112,182,142,15,30,61.29595745175848
8.835984128507002,5.318046223292571,204,137,15,10,97.98281195069171
7.483174916136915,27.690413455458053,77,154,20,30,88.21324546129986
8.133068838656062,22.88828375153393,331,79,20,0,145.56654636534904
3.1793284394274117,20.593123507260643,165,103,20,0,84.8812638895612
2.185675665907367,38.84389801164104,354,128,30,30,81.56343630698383
7.6308401405881545,24.99197143870198,283,139,20,0,128.15045581899946
8.164930023039009,35.22010522262846,50,183,30,0,131.42028474228584
9.909798849006396,9.880758267180607,397,121,15,10,126.06993115073261
4.419867930658551,24.92222620952997,289,116,30,20,94.59254627311687
4.03417181503144,35.379286935581604,107,98,20,0,102.65505876960268
7.87592312704897,25.40870150479643,384,130,15,0,132.6784156171594
3.7376336324036696,30.130496234445054,232,137,25,10,90.94833993817036
9.342194593233865,18.02152487342726,386,178,15,0,129.19580730225812
8.654921142508613,8.23573309629733,75,40,25,0,126.91335196702164
4.575443260062674,21.0265103294475,126,52,30,20,93.54108619853102
7.633275144019225,18.806778679360015,266,69,15,20,111.59236586284737
7.668157303804482,35.34710638326315,377,57,15,20,146.18682048937225
1.4796767539413598,13.53983558233653,374,117,15,0,72.88475320224337
9.074252613455883,38.835697963728784,311,180,30,10,146.1188529923048
5.299897538254643,38.534834193157366,72,71,20,30,82.25597680971103
8.351345928023544,13.667107507500354,293,110,30,10,126.66373606050652
3.5404712097908115,17.181818441706216,207,89,15,0,73.61737199794906
9.007470670713904,36.34445093058598,255,155,20,30,115.84807117512369
4.19741594797455,38.831777731363765,359,152,15,10,97.80341852299802
0.6029576890628344,20.52036859926154,136,119,15,20,27.95461703498146
9.101128775983005,16.234896597431423,316,70,25,0,153.35750387976043
1.3672234294682688,23.41329046380397,183,90,15,10,60.06898272742742
3.533479557108941,29.07192222280072,316,194,30,30,73.18582632387648
9.525588686982648,14.571608038124293,382,99,30,10,152.20942399108665
9.530767895906783,30.776561111667547,317,72,30,0,178.6580244415057
5.947659937171218,6.808007499012437,102,166,20,0,79.08995675188402
6.502453515613093,6.725307246754575,148,165,25,0,98.65333424532943
4.760232458794038,18.520069680094082,296,80,25,0,112.67716221779165
3.285502331131613,17.37156172212522,85,58,15,20,56.958444567594334
3.6223131810142015,16.04716253785033,77,80,15,0,67.31129712574143
6.888925332731865,22.18569169341185,269,124,25,0,133.33488975069673
7.64755802965796,16.225675380904995,151,128,20,0,111.3694789172993
8.02000091539556,11.729027146383217,312,81,30,0,142.52361670470987
8.001372356548263,15.831434218101032,320,159,15,10,100.78693136323841
1.3664579789625586,39.12164954835822,273,62,25,20,100.31331980273559
5.196992894674524,19.3889695948197,188,72,20,20,81.34659777224206
1.0468082201581206,20.56494719004175,329,59,30,0,111.00496225983836
5.720524382075488,25.1790746482899,335,192,15,10,89.2099969029702
4.694539763047081,39.416926894497934,299,129,30,0,127.24196598431193
8.933189736203849,13.456044675251706,371,143,30,0,132.45778613765282
3.8336926192447476,28.844873868635183,366,51,25,10,124.90482557569227
1.6121366560622556,30.059464273960344,127,199,25,20,55.17664283633871
1.8584209795019406,26.256354587757308,346,182,30,0,90.21981693143736
